abacay
baylon 
bayog
bayon
bayonito
bayot
bayrante
bayutas
beda
belanghel
belarde 
belardo
belarmino
belbar
belicena
belisano
bella
belleza 
bello 
belmonte 
belonio
beltrán
beltrán 
bembenuto
bembinuto
benabaye 
bendo
benipayo
benito
benosa
bentijaba
beo
berame
beramo
berberabe
bercero
berdín
beredo
bergantiños 
beriña
beringa
bermúdez 
bernabé 
bernal 
bernardas 
bernardino 
bernardo
berroya
bersabe
besite
betanio
bete
beterbo 
biag 
biasing
biazon 
bichayda
bigalbal
bigcas 
biglang
biglete
bigornia
bigtas
billena 
biñas
binay
binondo
binuya
birondo
bisa
biscocho
bitago
bitancor 
bitangcol
bitoon 
bituin 
blanco
bobis
bocalbos
boday
bohol
boiser
bolaños 
bolante
bolima
bolosan
boncales
bongo
bonifacio
bonilla 
bontilao
bóoc
bool
borbón 
borda 
bordon
bordonada
borja
borres
borromeo 
bote
botecario
boter 
botor
boyles
bragais
braganza 
bravo 
braza
brecia
brigole 
brillante 
brillantes 
briones
briones 
broca
broqueza
brual
brucal
buatis
bubutan
bucol
bucoy
buena
buenafe
buenaflor 
buenaventura 
buenavista
buencamino
bueno
buensalida
bugaing
bugayong
bughao
buhian
buhisan
bula
bulagsac
bulalacao
bulalaque
bulalayao
bulanhagui
bulawan
bulogagao
bulosan
bulsico
bulugagao
bumagat
buncad 
buncag
bungabong
buntag 
bunyi
burcelango
burgos 
buscayno
bustamante
bustamante 
bustillo
butalon
butigis
c
caasi
cabactulán
cabaguio
cabahit
cabahug
cabáhug
cabalan
cabale
cabales
cabali
caballero
caballero 
caballes
cabana 
cabanacan
cabanalan 
cabanlit
cabantac
cabantog 
cabarrubias
cabásag
cabásal
cabatingan
cabatingan 
cabatu 
cabatuan
cabe
cabeguin
cabello 
cabias
cabilao
cabilin
cabiso
cabisuelas
cabític
cabling
cabral 
cabrera
cabrera 
cabreros 
cabrillos 
cabungcal
cabusas
cacao
caccam
cacdac
cachila
cacho
cadahing
cadeliña
caganap
cagas
caguete
caguioa
cahanap
cahinde
cahnal
cai
caibiran
caigoy
cainday
caingles
cajes
caladiao
calagos
calahatian
calalang 
calalo
calamba 
calangi
calanno
calánoc
calapiz
calara
calasang
calaunan
calda
calderón 
calendas
caliba
calibo
calica
calicdan
calimpon
calinao
calix
calixto
calixtro
callada
callao
callosa
calmerin
calugas
calundo
calúnod
calunsag
calvo
calzado
camacho
camacho 
camar 
camara 
camemo
campos 
camposano
camungao
cañada
canceran
candare
cañeda
cañedo 
canes
cañete
cañete 
cañezal
canizo
canlapán
canlas 
cano
cano 
cañon
cañón
canonigo 
canoy
canta
cantal
cantoja
cantonjos
cao
capada
capangpangan
capangpangan 
caparas
cape
capilitan
capiña
capispisan
capistrano 
capuli
capulong
capundan
capuyan
caraan 
caraig
carait
caralipio
carandang
caranza 
carasaquit
carbonell 
carbonilla
carcer
cardano
cárdenas 
cardiente
cardiño
cardona 
carillo 
carimat
caringal 
cariño 
carizal
carlet
carlos 
carmencita
carmona 
carpio 
carranza 
carreón
carreón 
carrido
carrillo 
carsula
cartagena 
carvajal 
casa 
casabuena
casal 
casañas
casanova 
casas
casas 
cascara
caseda
casida
casido
casimina
casimsiman
casio
caspillo
castañares
castañeda
castañeda 
castillo
castillo 
castillón
castrence
castro
castro 
casumlong
catabian
catacutan
catacutan 
catada
catalán 
catangay
catanghal
catapang
catapia
catas
catibog
catilo
catindig 
catinec
catipon
catungal
cayanan
ceballos
cebrero
cebritas
cedeño 
celeste 
celestial 
celindro 
celis
celiz
celoso
ceniza
ceniza 
centeno
centiles
cepeda
cereno 
cerio
cervantes
cervantes 
chan
chan 
chang 
chávez
chávez 
chee 
cheng 
ching 
chiong 
chiu 
chua 
cian
cielo
cimigala
cinco
cinco 
ciriaco
ciudad
ciudadano
claudio 
clavería 
clavero
clemente 
cleofas 
clores
closa
co 
cobillia
codilla
codino
colada
colina
collado 
collantes 
coloma 
comendador
cometa 
comia
comson
concepción 
concillado 
concio
conde
conde 
condino
congreso 
consorte
contante 
conti 
contis
contreras 
coraza
corcelles
corcuera 
cordero 
córdova
córdova/cordova 
cornejo 
corona 
coronel 
corotan
corpuz 
corrales 
correa 
cortés
cortés 
cortez
cortez 
cosep
cosme 
costa
costales 
costillas
credo
crisólogo 
crisostomo
cristi
cristóbal 
cruz
cruz 
cruzada
cruzado 
cruzat 
cuadro 
cual
cuares
cuarez
cuario
cuartero 
cuas
cuenca
cuenca 
cuenco 
cuesta
cueto 
cueva
cuevas
cuevas 
cuevo
cui 
cuizon
cuizon 
culala
culla
cullamar
cunanan 
custodio
custodio 
cutad
cutamora
dabon
dabu
dacanay 
dacua
dacuma
dacutanan
dacuyan
dacuycuy 
dadis
dágoc
dagohoy 
dagondón
dagondong
dagpin
dagpín
daguplo
dal
dalagan
dalangin 
daligdig
dalino
dalisay 
dalit 
dalmán
daluyong
damayo 
danan 
danason
dancel
dandan 
danila
daño
dante
daquioag 
daquis
dasalla
datario
datinguinoo 
datulangalen
davantes
david 
davín
dayagdal
dayan
dayanan
dayanghirang
dayanghirang 
dayao 
dayrit
de castro
de chávez
de diós
de grano
de guía 
de guzmán
de guzmán 
de jesús 
de la cruz
de la paz
de león 
de liaño
de luna 
de mesa
de ocampo
de pano
de paz
de pedro
de silva
de torres
de vera
debuton 
dedase
dee 
degala
degamo
deguit
deiparine
dejaño
del castillo
del mar
del mundo
del prado
del rosario
del valle
dela
dela cerna
dela cruz
dela peña
dela peña 
dela piedra 
dela rosa
dela rosa 
dela torre
dela torre 
dela vega 
delación (from batangas and mindoro)
delán
delas alas 
delfin
delgra
delima
dellosa
dellota
delos reyes
delos reyes 
delos santos
delos santos 
delvo
demano
denila
denorog 
denosta
deocampo 
depante
derecho 
deriada
deris
deseo
despuig 
destreza
detera
deterala
detomal
devis
deyan
dial
dianga
díaz
díaz 
dicdican 
dicdiquin 
dig 
dignadice
dilla
dimaano 
dimaapi
dimabuyumo
dimacali
dimaculangan 
dimagiba 
dimalanta 
dimapasoc
dimapilis
dimasupil
dimatatac 
dimatingcal 
dimatulac 
dimayacyac
dimayuga 
dimen
dinco 
dinglasan
diño 
diola
dionela
dionisio 
dioyo
dirije 
divinagracia 
diwa 
dixson 
dizon
dizon 
dolor 
dolosa
doma
domanais
domantay
domingo 
dominguez 
donasco
donato
donayre
dondiego 
doniña
dorado 
dragón
drilón
duca
duhaylongsod
duhaylungsod
dulag 
dularte
dulay
dullas
dulnuan
dumapias
dumaraos
dumarig
dumlao
dungog
dungog 
duque 
durán
durán 
durano
durante
duterte
dy 
dycoco
e
ebal
ebarola
ebon
ebora
ebrahim 
ebreo 
ebuenga
echarri
echávez
echevarria 
echiverri 
edillo
edisan
ednaco
edralín 
eguía
ehulango
eje
elad
elardo
elcamel
eligio
elizaga
elizalde
elopre
elorde
elorriaga
elumbaring
emaas
embang
emia
empig
enaje
enanoria
encarnación 
endona
endrano
enguerra
enojado
enoy
enríquez
enríquez 
ensano
entino
entrata
equiña
eran
ermac
ermenio
ermita
eroles
escalante
escalona
escamilla
escanilla 
escaño
escape
escaran
escareal
escario
escauso
escobar
escobido 
escoreal
escudero 
escuro
eser
esguerra 
espadero
espartero
espejo 
espeleta 
espeña
esperanza 
espina
espina 
espinas
espino 
espinola
espinosa
espinosa 
espiras
espiritu 
espiso
espraguerra
esquilona
esquiñas 
esquivel
estabillo
estal
estañero
esteban 
estillore
estinos
estipona
estocapio
estorco
estrabon
estrada
estrada 
estrella
estrella 
estrellanes
estrera
estuye
etis
etrata
euraoba
eusebio
evangelio 
evangelista 
evardone
evasco
evedes
exconde
fabela
fabelinia 
fabella
fabellon 
fabían 
fabila
fabillar
fabre
fábregas 
fabrig
fabro
faburada
factor
facundo
fajardo
fajardo 
falamig
falcasantos
falcón 
fallaria
fallorina
falsario
faltado
famorca
fano
fargas
farillón
fariñas
farnacio
fauni
faustino 
fausto
favila
felicia
feliciano 
felipe
felisilda
felix
felonia
feolino
feria
fermano
fernández
fernández 
fernando
fernando 
ferolino
ferraren
ferrer 
ferreras
ferriols 
fetalino
fiel
fiesta
figueras 
figueroa 
filarca
fino
flor
flores
flores 
fojas
fontamillas 
fontanilla 
formacil
formentera
formentos
fortuna
francia
francisco
francisco 
franco 
frasco
fresnedi
frías 
frogoso
fronda
fuentebella
fuentes
fuentes 
fulgencio
fulla
furio
fuselero
gaba
gabayno
gabitanan
gabriel 
gabun
gabutan
gacila
gacula
gacutan 
gador
gaela
gaffud 
gagarin 
gaite
galachico
galan
galang 
galano
galarpe
galaura
galdones
gales
galindes
galindez
gallardo
gallares
gallentes
galleposo
galumba
galura
galvan
gálvez
gálvez 
gamab
gamboa
gambosa
gamo
gan 
gana
ganaden 
ganan
gandia
gaño
ganotisi
gantalao
ganza
gapusan
garachico
garalde
garcera
garces
garces 
garche
garcía
garcía 
garciano
garciola
gardiola
gardón
gariando
garlando
garperio
garrido
garrido 
garroza
garsuta
gaspar
gata
gatan
gatapia
gatchalian 
gatdula 
gatmaitan
gavilán 
gaviola
gaviola 
gawahan
gaya
gealon
gebilaguin
gellena
gelogo
gemoles
generalao
genio
gentullaga
gepitulan
gerolín
gerón 
gerona 
gerónimo 
gersalina
gica
giede
gil
gimeno
gingone
girana
glemao
go
go 
gob
goco
godinez
godínez
godoy 
gogo
golingan
golingay
gollayan
golosino
golveo
gómez
gómez 
gonda
gonowon
gonzaga
gonzaga 
gonzales
gonzalez
gopez
gordon 
gordonas
gordovin
gorordo
gorospe 
gosiengfiao
gozon 
gozum
grafil
gravino
grefalda
gregorio
grenas
grospe 
gruta
guantero
guanzon 
guarico
guarra
guatalamelana
gubat
gubot
gudaca
guerra 
guerrero 
guevarra
guevarra 
guidote
guilalas 
guillén 
guillermo 
guinabo
guinat
guinto
guiruela
guiting 
gulay
gumafelix
gumiran 
gunay
gustilo
gutiérrez
gutierrez 
guzmán 
habaña
habla
haboc
hadap
hadi
halayahay
halcon
halili 
halimbawa 
hamoy
harina
hatague 
hatulan 
hawak 
hawrani
hayan
hementera
herbito
heredero
herminigildo
hermosa
hermoso
hernáez 
hernal
hernales
hernández
hernández 
herrera 
herreria
heruela
hidalgo 
hilaga
hilanga
hilario 
hinampas
hipólito
hipolito 
hisoler
hizon 
honolario
hontiveros 
horfilla
hulleza
ibale
ibana
ibáñez
ibáñez 
ibarra 
ibasco
ibasitas
ibazeta
ibe
ibo
icamen
icatlo 
idea
idica
idor
idos
ignacio
igot
ihong
ikan
ilacad
ilag
ilagan
ilagan 
ilan
ilao 
illescas
ilocano/ibanag/gaddang?
imperial
indiosana
indol
infante 
ingson 
iñigo
inlao
inoc
inocentes
inoferio
inong
inopia
inot
inserto
intano
inting
isabedra
isidoro
isidro
isip
isla
isleta
ismael
isogawa
ison
isturis
jabonillo
jacaban
jacama
jacinto
jacob
jacobe
jadina
jadmán
jaen
jaime
jakosalem
jalmanzar
jamandron
jambalos 
jamoralin
janas
janea
japitana
japson 
jaramillo 
jaranilla 
jaraula
jardeleza
jarin
jaringa
jatico
javier
javier 
javines
jayme
jereos
jimena
jiménez
jiménez 
jintalan
jordán 
josafat
josé 
jósol
joson
jovellanos 
juaman 
juan 
juanillo 
juarez
juárez 
jubinal
juco
judilla
jugado
julio
jumalon
jumao
jumawan
jungaya
juniller
junio
junquera
juntilla
jusayan
justiniano 
kadusale
kalaw 
kang
kangleon
karangalan 
karunungan 
katangkatang
katigbak
katindig 
kendro
kho 
khoo 
kilat
kim 
kimpo 
king 
kintanar
kionisala
kong 
kramer 
kumar 
labadan
labasan
labastida
labay
labayan
labayen 
labbao
laberinto
labial
labios
laborte
labrador
labro
labrusca
lacanilao 
lacaste
lacay
lacerna
lacida
lacsamana 
lacson 
lacuña 
ladao
ladica
ladisla
lagac 
lagarde
lagasca
lagdameo
lagmán
lago
lagrada
laguardia
laguio 
laguitan
lagumbay
laguna
lahinao
lajom
laluan tagalog
laluz
lamamoglia
lamanilao 
lambanog
lambina
lambón
lambujon 
lamigo
lamoste
lamsen 
lancheta
landicho
landón
langamin
langing
langit 
laniog
lanip
lanohan
lanopa
lansigan
lantóng
lanuza
lapasaran
lapeña
laperal
lapinig
laput
lápuz
laranjo
lardizabal 
larin
laro
larrazabal 
lasagas
lasatén 
lascuña 
laserna
lasiste
lasquites
lastimosa
lastrollo
latonio
latorre
laude
laurel
laurente
laurón
lavarias
laviña
laxamana 
laydel
layug
lazam
lázaro 
lazatín 
leabres
leaño
lebiste
lecaroz 
lectura
ledesma
lee 
legarda
legaspi
legista
legria 
lemoncito
leonardo 
leoncio
leones
lepasana
leviste
leyes 
leynes
leyva
libona
libot
libunao
ligutom
lim
lim 
linao 
lindawan
lindayag
lising
lituañas
liwanag 
llagas 
llaguno
llamos 
llanasa
llanera 
llanes
llorente 
locin
lofranco
logmao
logro 
logroño
lojera
lojo
lolo
lomeda
lomibao
longcanaya
lontoc 
lontok 
lopera
lópez
lópez 
lorenzo
loreto
loria
lorica
lozada
lozada 
lozano 
lu 
luansíng
lubguban
lubigan
lubis
lucapa
lucban 
lucente
lucero
lucero 
luciano 
lucio
lucresio
luistro
lukban 
lumabas
lumagod
lumanog
lumapas
lumbaga
lumbang
lumbao
lumbo
lumbrera
lumingkit
luna
lunca
lungay
lustina
luzod
maagad
maalam
maata
mabagos
mabaho
mabale
mabansag
mabaylan
mabeza
mabini
macabalitao
macabulos
macadaya
macalalad
macalangcom
macalinao
macalincag
macalinga
macalintal 
macalisang
macan
macapagal 
macapinlac 
macapugay
macaraeg 
macaraig 
macasaddug 
macasaet 
macasinag 
macatangay 
macato
macatuno
macavinta
macawili
macaytuna
maceda 
machorro
mactal
madali
madarang 
madariago
maddela
madelo
maderazo
madlang
madlangbayan
madriaga 
madriago
madrid 
madrigal 
maestrado
magadia 
magallanes
magallanes 
magallón
magalona
magat
magayon 
magbanua 
magbojos 
magboo 
magdadaro
magdalita 
magdaluyo
magdangal
magdayao
maghanoy
maghari
magharing
maghinay
maglalang 
maglangit
maglasang
maglasang 
maglente
magnampo
magno 
magpantay 
magparangalan 
magpayo
magpili
magsayo
magsino
magsombol
magsumbol 
magtalas
magtanong 
magtulis
maguillano
mahilum 
mahinay
maitim 
makalintál 
malabanan 
malaco 
malag
malagar
malalad 
malaluan 
malana
malandi
malasaga
malate
malayo
malicay
malicdem 
maligsa
malihan
malinao
malínao
malingin
mallari 
malonzo
malubay
maluping
maluya
mamaclay
mamaril
manabat 
manahan 
mañalac
manalang 
manalansan
manalastas
manalaysay
manaligod
manalili
manalo
manalo 
manalocon 
manalon
manaloto
mananquil
manansala
manaog 
manaois 
mañapao
manas
manatad
manatili
mancao
mancenon
mandayonon 
mando
mandras
mangahas 
mangao
mangila
manglinong
mangubat
mangubat 
manguiat
maniago
maniego
manigbas
manilag
maniquez 
maniquiz 
manjares
manlapas
manlikmot
mantilla
manuel
manuel 
manulat
manzano 
manzo
manzón
maquiller
marabe
maralit 
maramag
maramot 
maranan 
maraon
marasigan
marasigan 
marcelino 
marcelo 
marcos
mardo
marfega
marfil
marfori
mariano 
marikit
marimon
mariñas
mariño
mariquit
marmita
mármol 
marquez
marquez 
marquina
martínez
martínez 
martirez
masangcay
masaya
masayon
masciat
mase
masibag
mata
matatag
mataverde
matbagon
mateo
matibag
matic
matro
matubis
matuguina
maturan
maturgo
maxilom 
maximo
mayo
mayol
mayor
medellín 
medenilla
mediana
medilla
medina
medrana
medrano
megano
megino
mejia 
mejías
mejorada
mejos
melchor
melgar 
melgarejo
melida
melliza
mellomida
melu
memoración
mencias
méndez
méndez 
mendiola
mendoza
meneses
menor
mercadal
mercadejas
mercader
mercado
merced
merete
merin
meriño
mesina
miciano
miclat
miguel
mijares
milflores
militante
millanes
mimay
minda
mindanao 
minerales
miñoza
miole
mique
mirabueno 
miranda
mirano
mission
mistas
moises
moit
mojica 
molano
molina 
mollena
monares
mondido
mondragón 
monsanto
monsod
montalba
monte
montealegre
montealto 
montecillo
montecino
montefalco 
montejo
montelibano
montemayor 
monter
montero 
montes 
montesa
montesclaros
monteverde
montiano
montilla 
montillano 
morabe
moraca
morada 
morado
morales
morandarte
morata
moratillo
morato
morayta
more
moreno
morillo
morín
moronio 
morota
mosada
moser
mostajo
moyrong 
muhi 
muli
mulimbayan 
mulingtapang
mulles
multo
múñez
muñoz 
murillo
muring
muros 
mutiangpili 
mutya 
muyot 
nacalaban
nacar
nacario
nacion
nacional 
nacuray
nadres
naduma
nael
nagac
nagar
nagpala 
naguit
naig
najera 
nalundasan 
nanta
naoa
napoles 
napone
narciso
narido
nario
natividad 
nator
nava
naval
navales
navales 
navarette 
navarro
navarro 
navas
navos
nayve
nazareta
nebres
nebrija 
neggartya
negranza
negrillo
negrosa
nemeño
nemenzo
neneria
nepomuceno 
neri
neyra
ng
ng 
ngo 
ngujo
nicdao
nicodemus
nicol
nicolabo
nicolás 
nidoy
niebla
niegos
niemes
nietes
nieto 
nieva
nimer
niño 
nipales
nisperos
nitro
niu 
nocido
nocon
nocum
nodalo
nolasco 
nomos
nono
norbe
norcio
noriega 
nualan
nucum
nuevo
nugoy
nunag
nuñez
núñez
nunga
obando
obero
obiasada
obina
obnasca
obordo
obsioma
ocampo
ocampo 
occiano
ocfemia
ochea
ochoa
oclarit
ocoma
octavo 
ocumen
odchigue
odi
odivilas
offemaria
ogardo
oguimas
ohiman
olaera
olaguer
olaivar
olaivar 
olarte
olayvar 
olboc
olesco
olgina
olila 
olimberio
olimpio
olimpo
oliva 
olivares 
olivarez 
oliverio 
oliveros 
olpoc
omandam
omboy
omega
ompad
ona
ong 
ongkiko 
onin
onofre
ontengco
opinion
ople
orais
oranza
ordeniza
ordoñez 
orencia
orendain 
orense 
orge
orilla 
oriño
orit
orlanes
ormita
ornedo
orobia
orolfo
oroza
orquia
ortañez
ortega
ortega 
ortigas
ortiz
ortiz 
osmeña
osorio
ostonal
otero
ouano
oxales
oy
oyao
ozoa
paala
paalisbo
pabillo
pabillore
pablo
pabualan
pacaña
pacao
pacatang
pacheco
pacia
pacione
pacis
paclibon
pacomios
pacto
pacuan
pacudan
paculanang
paculba
padayhag
padil
padilla
padilla 
padin
padios
padrones
paet
paez 
pag
pagador 
pagaduan
pagana
pagcaliuagan 
pagdanganan
pagdansalan
pagente
paglinawan
pagobo
pagodon
paguirigan 
pagulayan
pahati
pajac
pajarillo 
paje
palacio
palad
palaganas
palanca
palayan
palces
paler
palero
palilio
palima
palma
palma 
palmes
paloma
palomar
palomares 
palomique
pamaran
pamaus
pamiloza
pamintuan 
pamplona 
pamulaklakin 
panaglima
panaligan 
pandoro
panerio
panes
panga
pangan
panganiban 
pangilinan 
panibe
panio
panoche 
panopio
pantaleon 
papio
paquibot
paquio
parac
parafina
paragas
paraiso 
paras
paras 
parasam
paray
parayno
pardillo
pardiñez
paredes 
parilla
parlade
paro
parol
parong
parreñas
parreño 
parrilla
parumog
pasaquian
pasco
pascua
pascual 
pasculado
pasia
pasicolan
pasion
pasiona
pastor 
patagan
patalinghug
patalinghug 
patalingjug 
patangan
patawaran
patelo
patriarca
patricio 
paulino 
pautan
payag
payas
paynor
pecaña
pechayco
pecpec
pecson
pedregosa
pedrigal
peladra
pelaez 
pelonio
peña
peña 
penados
peñaflorida
peñales
peñalosa
peñaranda
peñaranda 
peñarroyo
peñarrubia
peñas
penus
pepito
peralta 
peredo
pérez
pérez 
perido
perillo
perlas
perpetua 
perucho
pesquera
pesquisa
petallo
peteza
piamonte
piansay
pichay
picoc
piencenaves
pilapil
pilota
pimentel
pimentel 
pinawin
pineda 
piñero
pingol
pinili 
pino
piñol 
pinpin 
pinto 
piol
piquero
piscasio
pitallano
pitogo
pizarras
pizarro 
plan
planas 
plantilla 
plata
plaza
pleños
po
poblacion
poblete 
pola
poléstico
policarpio 
polido
polintan
pollente
polpol
ponce
ponce 
ponferrada
pontanares
pontillano
portillo
portugal 
portuguez
posadas 
postigo 
potot
prado
prieto 
prijoles
profeta
pueblo 
puertollano
punla
puno
punzalan 
pural
purugganan
puti
puyal
puyat 
quatson
que 
quemado
queque
queriza
querol
quesada
quezon 
quiachon
quiambao
quiboloy
quidlat
quijano
quijano 
quilapio
quillang
quillobe
quillope
quimpo 
quindo
quinia
quinlat
quiñones 
quintana 
quinto
quintos
quiocho 
quiogue
quipones
quirimit
quirino
quisao
quismundo
quisumbing
quitalig
quizon 
rabago 
rabaja
rabang
rabara
racadio
racoma
rafael
rafales
rafol
ragasa
rago
rama
ramboyong
ramírez
ramirez 
ramones
ramos
ramos 
rañada
ranario
rangas
rañin
rapsing
rarugal
ratonel
rayco
raymundo
rayos
razon 
razos
realuyo
rebadomia
rebarter
rebicoy
rebuelta
redimano
redondiez
redondo
redulla
reformado
regencia
regidor
regis
reglos
rejano
relizan
reloj
relos
remedio
remorca
remotigue
remulla
rendón 
repe
resoles
resolme
resontoc
responso
respuesto
restar
restauro
retamar
retana
retome
reveche
revestir
revilla
reyes
reynon
reynoso
ricafort 
ricaforte
ricamara
ricarte
rico
riego
rieza
rigor
rilloraza
rilveria
rimas
ringor
riño
rio
rioflorido
riogelon
rios
rita
rivadenera 
rivas 
rivera
rivera 
rivero 
rizal 
roa
roberto
robio
roble
robles
robles 
rocafort
roces
rocha 
roda
rodil
rodríguez
rodriguez 
rodrillo 
roilo
rojas
rola
roldan 
rollon
roman 
romano
romasanta
romero
romero 
romualdez 
romualdo 
romulo 
roña
ronao
rondain
rondilla
ronquillo 
roque 
rosa
rosal
rosales
rosales 
rosario 
rosco
rosique
roxas
roxas 
rubia 
rubinos
rubio 
ruga
ruiz
ruiz 
rulloba
rumbaoa
rupa
rupico
rutor
ruz
ruzol
saad
saavedra
sábado 
sabaduquia
saballero
sabanal
sabandal
sabellano
sabido
sabili
sabillo
sabino
sablaya
sabuero
sabusap
sacay
sácay
sacdalan
sacil
saclao
sacro
sacueza
sagaoinit
sagarino
sagario
sago
saguitan
sagun 
sahagon
sahagun 
salado
salamanca
salameña
salameño
salarda
salas
salas 
salayon
salazar
salazar 
salcedo
saldua 
salegumba
salenga
sales 
sali
salinas
salinas 
salón
salonga 
saludes
salugsugan
salva
salvacion
salvador
salvidar
salvoro
samaniego 
samaupan 
samonte
samot
samoy
sampang
samson
san buenaventura
san jose 
sanata
sánchez
sanchez 
sancon
sandajan
sandoval 
sangalang 
sangcap 
sangil
sanico
saño
santa ana 
santa maría 
santelmo
santiago 
santillan
santillán
santos
santos 
sapasap 
sapin
saplad
saquing
sarabia
sardero
sarigumba
sario
sarmiento
sarmiento 
sarraga
sarreal
saspa
saturnino
saudan
saura
saure
sauro
sausa
saycón
sayoc
sayoto
sayson 
sedayao
sediarin
see
segismundo
segundo
selga
selim
seller
selva
semblante
seña
senga
seno
sentina
seprado
serna
seroyla
serrano
setosta
sevelleno 
sevilla
sevilla 
sevilleno 
sheik
sia 
siar
siasat 
siason 
siat
sibayan
sibug
sicat 
siega
sigua
silang 
silayan
silleza
silonga
silva
silva 
silvano
silverio 
sim 
simbajon
sin 
singh 
singson
siocon
siotico
sisgon
sison 
smith 
so 
soberano
sobrepena
soco
sogono
solante
soledad 
soleta siquete
solidum
solis
solis 
solivar
solomon
solon
sombilon
somogat
soneda
sonon
soria 
soriano
soriano 
sosa
sosusco
soterio
sotto
sotto 
souza 
suan
suárez
suárez 
suazo 
subaldo
sudayan
suello
suhian
suico
suico 
sulatan
sulit 
sumagaysay
sumalinog
sumalpong
sumalpóng
sumaya 
sumilang 
sumile
sumonda
sumulong 
sunga
sunogan
supan
supangan
suson
suyan
sy 
taasan 
tababa
tabadda
tabano
tabasa
taberna
tabernilla
tabilog
tabinas
tabing
tabingilog
tabiog
tabiolo
tabligan
tabo
tabornal
tabu
taburada 
tabuzo
taccad
tacder 
tacderan
tacurda
tadeja
taeng itim
taghoy
taghoy 
tagnawa
taguinod
taguiwalo
tagulinao
talambayan
talidtid
talosig
tamad
tamayao
tamayo
tamayo 
tambasacan
tampingco
tampus
tan
tanael
tañafranca
tandoc
tandog
taneo
tañola
tanpoco 
tanque
tantoco 
tantuan
tanyag
tapang 
tapia 
tapiador
tapiru
taqueban
tarala
tarantan
targa
tario
taruc 
tasipit
tatlonghari
taule
tayag
tejada
tejada 
tejadilla
tenio
tenio 
tenorio 
teo 
teodoro
